Customer ID,Recency,Frequency,Monetary,AvgOrderValue,ProductDiversity,TotalQuantity,CustomerLifetime,AvgPurchaseInterval,SingleOrderCustomer,churn,IsUKCustomer
12387.0,223,1,143.94,143.94,9,134,0,-1.0,1,1,0
12388.0,83,5,1886.7,377.34000000000003,52,870,307,76.25,0,0,0
12389.0,210,3,1433.33,477.77666666666664,41,614,253,126.0,0,1,0
12391.0,272,5,2312.53,462.50600000000003,159,920,198,49.5,0,1,0
12392.0,399,1,234.75000000000003,234.75000000000003,7,73,0,-1.0,1,1,0
12393.0,53,5,1877.95,375.59000000000003,53,1017,182,45.25,0,0,0
12394.0,25,1,381.08,381.08,21,182,0,-1.0,1,1,0
12395.0,19,9,3618.36,402.04,117,3106,390,48.5,0,0,0
12396.0,482,1,931.43,931.43,65,591,0,-1.0,1,1,0
12399.0,21,5,1622.6000000000001,324.52000000000004,55,1878,431,107.5,0,0,0
12400.0,222,1,205.25,205.25,11,91,0,-1.0,1,1,0
12401.0,111,1,84.3,84.3,5,11,0,-1.0,1,1,0
12402.0,131,6,1256.9,209.48333333333335,43,584,347,69.0,0,1,0
12403.0,329,1,591.6600000000001,591.6600000000001,4,164,0,-1.0,1,1,0
12404.0,490,1,63.24,63.24,1,1,0,-1.0,1,1,0
12406.0,207,3,2975.06,991.6866666666666,44,1598,297,148.5,0,0,0
12407.0,43,2,495.96,247.98,23,419,28,28.0,0,0,0
12408.0,68,5,2289.81,457.962,66,1176,238,59.25,0,0,0
12409.0,228,4,12346.619999999999,3086.6549999999997,125,7592,144,47.666666666666664,0,0,0
12410.0,116,3,1013.71,337.90333333333336,36,341,193,96.5,0,1,0
12411.0,217,1,346.9,346.9,22,138,0,-1.0,1,1,0
12412.0,210,3,1370.05,456.68333333333334,50,1168,137,68.5,0,0,0
12413.0,44,3,805.25,268.4166666666667,37,238,166,82.5,0,1,0
12414.0,25,6,952.41,158.73499999999999,21,495,246,49.0,0,1,0
12415.0,11,14,70427.74,5030.552857142858,295,46072,324,24.46153846153846,0,0,0
12416.0,464,1,202.56,202.56,11,132,0,-1.0,1,1,0
12417.0,33,15,4628.89,308.5926666666667,195,1899,508,35.785714285714285,0,0,0
12418.0,221,3,1352.62,450.8733333333333,61,681,216,107.5,0,0,0
12419.0,193,2,503.01,251.505,23,231,27,27.0,0,1,0
12421.0,127,3,449.01,149.67,27,272,186,93.0,0,0,0
12422.0,132,15,4666.74,311.116,113,2339,396,27.714285714285715,0,0,0
12423.0,8,7,2129.85,304.2642857142857,112,1384,265,43.666666666666664,0,0,0
12424.0,230,2,1579.07,789.535,59,1285,125,125.0,0,0,0
12425.0,256,1,964.21,964.21,55,651,0,-1.0,1,0,0
12426.0,2,2,1345.21,672.605,73,584,468,468.0,0,1,0
12427.0,179,1,607.0,607.0,10,158,0,-1.0,1,1,0
12428.0,50,6,6310.54,1051.7566666666667,228,2773,41,7.8,0,0,0
12429.0,35,6,5454.99,909.165,86,2439,318,63.4,0,0,0
12431.0,8,19,7529.05,396.2657894736842,198,3085,493,27.0,0,0,0
12433.0,174,5,10992.51,2198.502,163,9627,110,27.25,0,0,0
12434.0,68,2,583.54,291.77,34,215,120,120.0,0,0,0
12435.0,75,5,10075.03,2015.006,81,3782,469,117.0,0,0,0
12437.0,6,29,9707.08,334.7268965517241,228,6362,538,18.714285714285715,0,0,0
12439.0,490,2,1158.18,579.09,69,484,43,43.0,0,1,0
12440.0,270,2,859.2,429.6,21,331,255,255.0,0,1,0
12441.0,174,1,347.1,347.1,11,242,0,-1.0,1,1,0
12443.0,540,1,485.31,485.31,21,182,0,-1.0,1,1,0
12445.0,228,1,301.58000000000004,301.58000000000004,20,144,0,-1.0,1,1,0
12447.0,51,1,476.49,476.49,26,190,0,-1.0,1,1,0
12449.0,218,2,768.6,384.3,10,729,28,28.0,0,0,0
12450.0,207,3,490.32,163.44,25,314,75,37.0,0,0,0
12451.0,26,5,8942.18,1788.4360000000001,259,6889,311,77.5,0,1,0
12454.0,203,4,13151.44,3287.86,9,6697,25,7.666666666666667,0,1,0
12455.0,103,6,5111.99,851.9983333333333,156,2736,426,84.6,0,0,0
12456.0,62,1,940.1700000000001,940.1700000000001,41,445,0,-1.0,1,0,0
12457.0,41,4,1699.93,424.9825,37,648,201,66.66666666666667,0,0,0
12458.0,92,3,1272.01,424.00333333333333,58,750,203,101.0,0,1,0
12459.0,413,1,454.36,454.36,23,258,0,-1.0,1,1,0
12460.0,264,1,326.65,326.65,18,170,0,-1.0,1,1,0
12462.0,111,1,762.11,762.11,40,287,0,-1.0,1,1,0
12463.0,14,2,647.95,323.975,32,357,34,34.0,0,0,0
12464.0,8,4,544.8499999999999,136.21249999999998,6,54,108,35.666666666666664,0,0,0
12466.0,490,1,56.73,56.73,1,1,0,-1.0,1,1,0
12467.0,231,1,132.8,132.8,9,129,0,-1.0,1,1,0
12468.0,124,4,3161.79,790.4475,110,1962,366,121.66666666666667,0,0,0
12469.0,330,2,3070.54,1535.27,76,2552,14,14.0,0,1,0
12470.0,497,1,211.95,211.95,23,95,0,-1.0,1,1,0
12471.0,18,62,28537.06,460.2751612903226,189,11719,521,8.311475409836065,0,0,0
12472.0,75,15,14357.32,957.1546666666667,325,9027,458,31.928571428571427,0,0,0
12474.0,8,21,7767.79,369.8947619047619,262,4769,466,22.8,0,0,0
12475.0,217,1,426.26,426.26,25,236,0,-1.0,1,1,0
12476.0,26,17,9744.09,573.1817647058824,273,4065,283,17.375,0,0,0
12477.0,47,5,11633.6,2326.7200000000003,249,3833,383,95.75,0,0,0
12480.0,75,5,3770.4900000000002,754.0980000000001,120,2007,240,59.5,0,0,0
12481.0,12,12,9865.62,822.1350000000001,207,5893,402,36.18181818181818,0,0,0
12482.0,384,29,23691.4,816.944827586207,42,27042,77,2.642857142857143,0,1,0
12483.0,13,15,3630.26,242.01733333333334,48,1503,471,33.285714285714285,0,0,0
12484.0,144,7,2967.1,423.87142857142857,183,1710,344,57.166666666666664,0,0,0
12485.0,337,1,708.1,708.1,34,414,0,-1.0,1,1,0
12486.0,239,1,1037.28,1037.28,49,523,0,-1.0,1,1,0
12487.0,538,1,285.29999999999995,285.29999999999995,2,174,0,-1.0,1,1,0
12489.0,144,1,334.93,334.93,15,105,0,-1.0,1,1,0
12490.0,22,13,5601.43,430.8792307692308,136,3554,523,43.25,0,0,0
12492.0,211,1,452.0,452.0,22,252,0,-1.0,1,0,0
12493.0,5,1,232.5,232.5,12,88,0,-1.0,1,0,0
12494.0,4,6,1342.41,223.735,54,566,379,75.2,0,0,0
12495.0,448,1,357.4,357.4,17,130,0,-1.0,1,1,0
12496.0,428,2,54.09,27.045,10,33,0,0.0,0,1,0
12497.0,208,2,5205.400000000001,2602.7000000000003,30,4449,244,244.0,0,0,0
12499.0,368,1,393.72,393.72,27,302,0,-1.0,1,1,0
12500.0,74,12,2907.59,242.29916666666668,66,1607,406,36.54545454545455,0,0,0
12501.0,144,1,2169.39,2169.39,149,1783,0,-1.0,1,1,0
12502.0,25,3,1842.65,614.2166666666667,61,434,91,45.5,0,0,0
12503.0,392,1,1126.0,1126.0,2,561,0,-1.0,1,1,0
12504.0,225,2,297.0,148.5,8,368,179,179.0,0,1,0
12505.0,216,1,955.2,955.2,42,324,0,-1.0,1,1,0
12506.0,40,1,73.5,73.5,23,23,0,-1.0,1,1,0
12507.0,106,2,985.41,492.705,40,581,286,286.0,0,0,0
12509.0,92,1,176.5,176.5,7,55,0,-1.0,1,1,0
12510.0,133,8,4876.5,609.5625,94,1990,410,58.0,0,0,0
12511.0,236,1,3084.02,3084.02,190,1753,0,-1.0,1,1,0
12514.0,75,2,1597.76,798.88,76,840,374,374.0,0,1,0
12515.0,161,1,383.7,383.7,16,131,0,-1.0,1,1,0
12516.0,238,2,1336.56,668.28,38,1077,168,168.0,0,0,0
12519.0,284,1,385.7,385.7,22,212,0,-1.0,1,1,0
12520.0,12,3,1697.56,565.8533333333334,94,945,68,34.0,0,0,0
12523.0,60,16,3082.57,192.660625,127,1681,479,31.4,0,0,0
12524.0,12,14,9473.77,676.6978571428572,130,5602,464,35.38461538461539,0,0,0
12525.0,306,3,973.73,324.57666666666665,56,509,149,74.0,0,1,0
12527.0,102,4,671.72,167.93,24,513,234,77.33333333333333,0,0,0
12528.0,84,2,771.66,385.83,38,358,36,36.0,0,0,0
12529.0,336,1,316.48,316.48,21,192,0,-1.0,1,1,0
12530.0,41,7,2901.98,414.56857142857143,76,2127,408,67.5,0,0,0
12531.0,494,1,1807.98,1807.98,110,1074,0,-1.0,1,1,0
12533.0,435,2,1367.89,683.945,63,704,110,110.0,0,1,0
12537.0,216,1,732.94,732.94,43,449,0,-1.0,1,1,0
12538.0,186,1,276.5,276.5,13,145,0,-1.0,1,1,0
12539.0,70,6,10164.09,1694.015,247,4089,454,90.4,0,1,0
12540.0,0,22,14998.78,681.7627272727273,229,7169,539,25.19047619047619,0,0,0
12541.0,88,1,312.4,312.4,17,288,0,-1.0,1,0,0
12542.0,292,2,481.88,240.94,39,522,156,156.0,0,1,0
12543.0,256,1,980.25,980.25,43,688,0,-1.0,1,1,0
12545.0,67,1,628.15,628.15,34,346,0,-1.0,1,0,0
12547.0,5,3,383.58,127.86,13,309,302,150.5,0,1,0
12549.0,383,6,1575.68,262.61333333333334,38,1366,121,24.0,0,1,0
12551.0,165,1,168.0,168.0,10,100,0,-1.0,1,1,0
12553.0,12,7,2651.09,378.7271428571429,91,1338,218,36.0,0,0,0
12554.0,256,1,468.5,468.5,26,240,0,-1.0,1,1,0
12555.0,490,1,129.23,129.23,1,1,0,-1.0,1,1,0
12557.0,64,6,11579.800000000001,1929.966666666667,15,4356,466,92.8,0,0,0
12559.0,118,2,561.71,280.855,21,283,8,8.0,0,1,0
12561.0,110,1,238.85,238.85,16,177,0,-1.0,1,1,0
12562.0,6,3,1630.14,543.38,43,731,236,118.0,0,0,0
12563.0,216,1,249.24,249.24,13,113,0,-1.0,1,1,0
12564.0,69,1,456.9,456.9,21,133,0,-1.0,1,1,0
12565.0,96,1,145.92,145.92,9,80,0,-1.0,1,1,0
12567.0,9,9,8192.9,910.3222222222222,218,3410,465,57.625,0,0,0
12568.0,452,1,70.0,70.0,5,48,0,-1.0,1,1,0
12569.0,26,5,1164.32,232.86399999999998,29,492,33,7.75,0,0,0
12570.0,490,1,77.52,77.52,1,1,0,-1.0,1,1,0
12573.0,35,5,717.41,143.482,107,479,237,58.75,0,1,0
12574.0,123,1,218.45,218.45,11,61,0,-1.0,1,1,0
12575.0,265,2,622.8199999999999,311.40999999999997,34,315,69,69.0,0,1,0
12576.0,26,5,1248.54,249.708,74,842,308,61.0,0,0,0
12577.0,167,6,1191.84,198.64,195,859,376,75.2,0,1,0
12578.0,138,3,3456.6,1152.2,109,1932,113,56.0,0,1,0
12580.0,54,2,1052.9,526.45,52,569,329,329.0,0,1,0
12582.0,46,4,1980.4,495.1,88,985,338,112.66666666666667,0,1,0
12583.0,8,17,10208.45,600.4970588235294,102,5949,532,32.8125,0,0,0
12584.0,88,1,463.63,463.63,18,84,0,-1.0,1,0,0
12585.0,42,2,2040.1,1020.05,77,1279,117,117.0,0,1,0
12586.0,182,3,1865.73,621.91,76,608,348,174.0,0,1,0
12588.0,207,3,743.88,247.96,27,385,198,99.0,0,1,0
12589.0,229,6,4048.98,674.83,100,1458,267,53.4,0,0,0
12590.0,19,2,9864.26,4932.13,68,4283,0,0.0,0,1,0
12591.0,125,3,1352.15,450.7166666666667,63,677,91,45.5,0,1,0
12592.0,21,4,2376.86,594.215,40,1750,305,101.66666666666667,0,0,0
12593.0,26,1,236.0,236.0,11,100,0,-1.0,1,0,0
12594.0,0,11,3516.88,319.71636363636367,72,1886,454,45.0,0,0,0
12595.0,312,1,299.02,299.02,19,271,0,-1.0,1,1,0
12596.0,50,1,269.95,269.95,15,156,0,-1.0,1,1,0
12597.0,76,1,516.15,516.15,30,230,0,-1.0,1,0,0
12598.0,28,6,2796.75,466.125,97,1628,428,85.0,0,0,0
12599.0,16,9,1728.0,192.0,39,1661,369,45.5,0,0,0
12600.0,12,17,3760.84,221.2258823529412,40,976,528,32.5,0,0,0
12601.0,12,5,613.16,122.63199999999999,21,267,200,49.5,0,0,0
12604.0,69,1,178.5,178.5,10,137,0,-1.0,1,0,0
12605.0,184,4,1232.95,308.2375,63,929,81,27.0,0,1,0
12606.0,490,1,21.0,21.0,1,1,0,-1.0,1,1,0
12608.0,212,1,415.79,415.79,16,323,0,-1.0,1,1,1
12609.0,126,7,2596.94,370.99142857142857,95,1128,401,66.5,0,0,0
12613.0,5,9,4953.21,550.3566666666667,173,3278,527,65.625,0,1,0
12614.0,85,1,315.6,315.6,20,76,0,-1.0,1,1,0
12615.0,221,4,3449.79,862.4475,147,1941,217,72.33333333333333,0,0,0
12616.0,105,2,673.4,336.7,26,312,91,91.0,0,0,0
12619.0,42,3,771.8,257.26666666666665,21,652,326,163.0,0,0,0
12620.0,12,1,561.66,561.66,33,434,0,-1.0,1,0,0
12621.0,8,25,18441.96,737.6784,244,10311,468,19.0,0,0,0
12622.0,40,1,180.1,180.1,11,69,0,-1.0,1,1,0
12623.0,84,7,3747.84,535.4057142857143,112,1971,420,69.66666666666667,0,1,0
12625.0,19,4,5164.88,1291.22,144,3309,384,127.66666666666667,0,1,0
12626.0,124,2,1274.1,637.05,57,460,10,10.0,0,0,0
12629.0,193,2,1558.22,779.11,40,722,37,37.0,0,1,0
12631.0,264,5,2841.07,568.214,105,1371,237,47.2,0,1,0
12632.0,328,2,804.88,402.44,32,694,44,44.0,0,1,0
12633.0,4,5,5243.73,1048.7459999999999,209,3007,328,81.75,0,0,0
12634.0,343,2,490.0,245.0,20,337,12,12.0,0,1,0
12635.0,200,2,1241.23,620.615,77,777,64,64.0,0,0,0
12636.0,546,1,141.0,141.0,1,1,0,-1.0,1,1,0
12637.0,47,8,4710.16,588.77,228,2367,304,37.625,0,0,0
12638.0,447,1,249.8,249.8,9,86,0,-1.0,1,1,0
12639.0,46,3,1312.37,437.45666666666665,58,631,389,194.5,0,1,0
12643.0,28,9,6417.7,713.0777777777778,14,3871,390,48.375,0,0,0
12644.0,238,3,1440.58,480.1933333333333,76,707,263,131.5,0,0,0
12645.0,27,6,2563.02,427.17,91,1516,449,74.16666666666667,0,0,0
12647.0,7,31,16503.84,532.381935483871,223,6209,495,16.0,0,0,0
12648.0,245,3,793.95,264.65000000000003,32,358,263,131.5,0,0,0
12649.0,20,6,2046.1399999999999,341.0233333333333,86,1577,483,96.2,0,0,0
12651.0,142,4,377.75,94.4375,30,265,130,43.333333333333336,0,1,0
12652.0,139,2,1017.03,508.515,51,536,102,102.0,0,1,0
12653.0,104,2,2730.08,1365.04,55,1048,230,230.0,0,0,0
12654.0,5,3,337.75,112.58333333333333,19,151,97,48.5,0,1,0
12655.0,231,1,261.35,261.35,16,80,0,-1.0,1,1,0
12656.0,11,5,4016.26,803.2520000000001,118,1810,359,89.25,0,0,0
12661.0,244,1,162.0,162.0,11,216,0,-1.0,1,1,0
12662.0,47,13,4482.64,344.8184615384616,116,2261,378,31.0,0,0,0
12663.0,432,2,239.4,119.7,9,181,43,43.0,0,1,0
12664.0,40,4,2491.7400000000002,622.9350000000001,5,609,494,164.33333333333334,0,0,0
12665.0,132,3,313.6,104.53333333333335,13,165,344,171.5,0,1,0
12666.0,202,1,1248.42,1248.42,31,370,0,-1.0,1,1,0
12668.0,67,9,10562.0,1173.5555555555557,258,4776,417,46.0,0,1,0
12669.0,56,2,2272.6,1136.3,70,849,7,7.0,0,0,0
12670.0,7,4,1790.6299999999999,447.65749999999997,44,718,466,155.0,0,0,0
12671.0,414,1,2622.481,2622.481,45,1460,0,-1.0,1,1,0
12672.0,137,2,437.05,218.525,22,138,265,265.0,0,1,0
12673.0,134,2,840.4,420.2,52,520,75,75.0,0,1,0
12674.0,15,1,586.74,586.74,17,222,0,-1.0,1,0,0
12675.0,361,2,958.5,479.25,111,337,24,24.0,0,1,0
12676.0,68,7,2219.1,317.0142857142857,56,1554,222,36.833333333333336,0,0,0
12677.0,363,2,395.1,197.55,13,176,111,111.0,0,1,0
12678.0,57,14,20604.56,1471.7542857142857,166,13961,451,34.23076923076923,0,0,0
12679.0,13,2,906.38,453.19,43,407,77,77.0,0,0,0
12681.0,6,35,25125.67,717.8762857142857,410,14562,527,15.058823529411764,0,0,0
12682.0,0,32,17022.98,531.968125,251,7667,546,17.096774193548388,0,0,0
12683.0,19,15,8637.78,575.8520000000001,183,5304,514,36.357142857142854,0,0,0
12684.0,5,3,917.1,305.7,32,888,16,8.0,0,0,0
12686.0,179,1,178.28,178.28,7,214,0,-1.0,1,1,0
12687.0,288,2,2138.91,1069.455,126,1403,0,0.0,0,1,0
12690.0,13,1,389.01,389.01,16,106,0,-1.0,1,1,0
12691.0,126,4,540.8,135.2,17,202,102,34.0,0,0,0
12692.0,445,1,110.95,110.95,13,36,0,-1.0,1,1,0
12693.0,19,6,1477.88,246.31333333333336,59,502,310,61.6,0,0,0
12694.0,229,1,973.68,973.68,46,846,0,-1.0,1,0,0
12695.0,18,4,914.27,228.5675,31,267,454,151.33333333333334,0,0,0
12696.0,242,2,851.91,425.955,43,564,74,74.0,0,1,0
12698.0,398,1,339.75,339.75,16,111,0,-1.0,1,1,0
12699.0,225,1,638.11,638.11,41,373,0,-1.0,1,1,0
12700.0,23,1,1092.43,1092.43,62,779,0,-1.0,1,0,0
12701.0,50,5,1985.78,397.156,92,1295,390,97.0,0,0,0
12703.0,441,3,722.98,240.99333333333334,44,431,51,25.0,0,1,0
12705.0,9,8,8057.91,1007.23875,251,4927,332,47.142857142857146,0,0,0
12707.0,99,1,603.42,603.42,33,256,0,-1.0,1,1,0
12708.0,8,13,3939.36,303.0276923076923,100,1969,520,42.916666666666664,0,0,0
12709.0,25,26,25284.69,972.4880769230768,154,11456,513,20.04,0,0,0
12710.0,9,1,718.96,718.96,44,386,0,-1.0,1,0,0
12711.0,419,2,1339.05,669.525,56,770,65,65.0,0,1,0
12712.0,8,16,5065.01,316.563125,118,1909,530,34.93333333333333,0,0,0
12714.0,14,9,11146.77,1238.53,365,6937,528,65.5,0,0,0
12717.0,53,2,887.6700000000001,443.83500000000004,43,356,344,344.0,0,0,0
12720.0,0,15,4820.71,321.3806666666667,188,3556,314,22.0,0,0,0
12721.0,54,5,2464.77,492.954,123,1365,225,55.75,0,0,0
12724.0,140,4,1441.01,360.2525,69,1049,203,67.33333333333333,0,0,0
12725.0,179,4,2694.56,673.64,92,1306,213,70.66666666666667,0,1,0
12726.0,22,8,2516.78,314.5975,47,2972,409,58.0,0,0,0
12727.0,89,7,3706.15,529.45,107,1979,373,61.833333333333336,0,0,0
12728.0,65,4,851.15,212.7875,39,380,126,41.666666666666664,0,1,0
12730.0,329,1,829.25,829.25,47,234,0,-1.0,1,1,0
12731.0,20,11,15109.89,1373.6263636363635,106,7291,435,43.1,0,0,0
12733.0,42,4,2424.87,606.2175,117,896,455,151.33333333333334,0,1,0
12734.0,160,3,639.65,213.21666666666667,17,265,39,19.5,0,1,0
12735.0,123,2,779.5699999999999,389.78499999999997,38,368,21,21.0,0,1,0
12736.0,140,1,234.0,234.0,4,173,0,-1.0,1,1,0
12737.0,306,2,3710.5,1855.25,2,2,0,0.0,0,1,0
12738.0,180,1,310.7,310.7,11,296,0,-1.0,1,1,0
12739.0,193,2,1713.69,856.845,51,465,8,8.0,0,0,0
12741.0,337,2,406.07,203.035,16,214,3,3.0,0,1,0
12742.0,433,1,1201.52,1201.52,67,1359,0,-1.0,1,1,0
12744.0,56,8,14300.42,1787.5525,173,4233,342,48.57142857142857,0,0,0
12745.0,294,3,925.41,308.46999999999997,21,468,195,97.5,0,1,0
12746.0,348,1,254.55,254.55,17,97,0,-1.0,1,1,1
12747.0,6,21,7171.93,341.5204761904762,79,2191,533,26.35,0,0,1
12748.0,0,213,32430.44,152.2555868544601,1645,19232,542,2.1690140845070425,0,0,1
12749.0,21,5,3665.58,733.116,157,1151,308,76.5,0,0,1
12751.0,252,1,268.27,268.27,61,189,0,-1.0,1,1,0
12753.0,56,4,12940.51,3235.1275,87,7003,114,37.333333333333336,0,0,0
12754.0,43,3,3010.74,1003.5799999999999,49,6481,72,24.0,0,1,0
12755.0,88,11,9030.66,820.9690909090909,34,3781,413,40.9,0,1,0
12757.0,8,5,4202.2300000000005,840.4460000000001,75,315,10,2.5,0,0,0
12758.0,84,6,8681.84,1446.9733333333334,168,5129,461,92.0,0,0,0
12759.0,83,6,3934.1,655.6833333333333,161,2577,459,91.4,0,0,0
12760.0,263,1,347.8,347.8,21,198,0,-1.0,1,1,0
12761.0,265,2,782.95,391.475,27,281,7,7.0,0,1,0
12763.0,177,1,640.16,640.16,16,392,0,-1.0,1,0,0
12764.0,124,1,1693.88,1693.88,45,386,0,-1.0,1,1,0
12765.0,280,6,1404.58,234.09666666666666,49,1009,169,33.4,0,1,0
12766.0,48,6,7094.360000000001,1182.3933333333334,201,3670,167,33.2,0,0,0
12767.0,183,1,949.82,949.82,43,598,0,-1.0,1,1,0
12768.0,258,1,168.69000000000003,168.69000000000003,10,102,0,-1.0,1,1,0
12769.0,46,1,1143.6,1143.6,32,356,0,-1.0,1,1,0
12770.0,18,2,3246.45,1623.225,19,1843,245,245.0,0,1,0
12771.0,293,1,282.3,282.3,15,104,0,-1.0,1,1,0
12773.0,372,1,124.25,124.25,6,109,0,-1.0,1,1,0
12774.0,343,1,98.7,98.7,6,53,0,-1.0,1,1,0
12775.0,11,5,1044.96,208.99200000000002,38,617,205,51.0,0,0,0
12776.0,475,1,55.5,55.5,4,46,0,-1.0,1,1,0
12777.0,265,1,519.45,519.45,26,458,0,-1.0,1,1,1
12778.0,67,6,1361.51,226.91833333333332,66,1283,343,68.2,0,0,0
12779.0,6,12,5715.32,476.27666666666664,123,2998,538,48.45454545454545,0,0,0
12780.0,406,1,337.4,337.4,20,285,0,-1.0,1,1,0
12781.0,92,1,549.26,549.26,15,346,0,-1.0,1,1,0
12782.0,61,9,3850.27,427.8077777777778,121,1535,265,32.625,0,0,0
12784.0,337,1,1230.33,1230.33,72,582,0,-1.0,1,1,0
12785.0,172,3,1100.4,366.8,42,453,366,183.0,0,1,0
12786.0,417,1,728.5,728.5,18,324,0,-1.0,1,1,0
12787.0,0,2,556.62,278.31,28,314,220,220.0,0,0,0
12788.0,271,4,444.9,111.225,20,194,65,21.333333333333332,0,1,0
12789.0,320,2,181.5,90.75,2,32,181,181.0,0,1,0
12790.0,0,2,591.85,295.925,36,306,218,218.0,0,1,0
12791.0,181,6,1056.1100000000001,176.01833333333335,17,450,250,49.8,0,1,0
12792.0,64,2,827.01,413.505,39,394,278,278.0,0,1,0
12793.0,142,3,1017.33,339.11,34,526,66,33.0,0,1,0
12796.0,436,1,381.0,381.0,7,182,0,-1.0,1,1,0
12797.0,173,2,806.11,403.055,27,333,58,58.0,0,1,0
12798.0,229,1,1533.8899999999999,1533.8899999999999,25,3199,0,-1.0,1,0,0
12799.0,337,1,219.35,219.35,15,137,0,-1.0,1,1,0
12800.0,278,3,584.25,194.75,31,284,206,103.0,0,1,0
12801.0,308,1,1071.82,1071.82,50,505,0,-1.0,1,1,0
12802.0,250,6,1988.84,331.4733333333333,89,1658,121,24.0,0,0,0
12803.0,201,1,1092.81,1092.81,55,872,0,-1.0,1,1,0
12804.0,273,2,327.02,163.51,60,271,34,34.0,0,1,0
12805.0,189,4,1434.95,358.7375,44,593,293,97.33333333333333,0,1,0
12806.0,243,4,2878.96,719.74,58,2087,153,50.666666666666664,0,1,0
12807.0,191,1,330.35,330.35,16,145,0,-1.0,1,1,0
12808.0,176,3,551.85,183.95000000000002,26,240,94,46.5,0,0,0
12809.0,373,2,1266.63,633.315,52,298,81,81.0,0,0,0
12810.0,342,2,534.99,267.495,32,389,142,142.0,0,1,0
12811.0,68,5,1033.9,206.78000000000003,47,435,166,41.0,0,1,0
12813.0,309,3,1687.8,562.6,37,1141,191,95.0,0,1,0
12815.0,6,1,615.36,615.36,31,239,0,-1.0,1,0,0
12817.0,89,3,690.98,230.32666666666668,16,219,153,76.0,0,1,0
12818.0,69,1,1542.08,1542.08,14,929,0,-1.0,1,1,0
12819.0,266,1,540.52,540.52,19,344,0,-1.0,1,1,1
12820.0,134,8,1917.64,239.705,91,1388,407,57.714285714285715,0,0,1
12821.0,22,2,220.8,110.4,13,162,397,397.0,0,1,1
12823.0,62,16,5736.5,358.53125,1,830,424,27.933333333333334,0,0,1
12825.0,329,2,518.63,259.315,20,139,120,120.0,0,1,1
12826.0,124,8,2178.13,272.26625,82,1550,405,57.42857142857143,0,0,1
12829.0,144,3,385.3,128.43333333333334,17,550,213,106.0,0,1,1
12831.0,70,3,451.11,150.37,16,303,200,100.0,0,1,1
12834.0,90,1,312.38,312.38,18,110,0,-1.0,1,1,1
12835.0,235,41,6043.31,147.3978048780488,138,2357,308,7.048780487804878,0,1,1
12836.0,27,13,5634.16,433.3969230769231,243,1875,519,39.46153846153846,0,0,1
